H           OCN                     HCN         O                                    1.87e-11     0.90   2924.0   500  2500  5 A NN M
H           OCN                     NH          CO                                   1.26e-10     0.00    515.0   295  1490  5 A NN M
H           CH2CO                   CH3         CO                                   5.68e-11     0.00   1897.0   200  2000  5 A NN M
H           CO2                     CO          OH                                   3.38e-10     0.00  13163.0   300 15223  5 A NN L
H           N2O                     N2          OH                                   5.13e-14     3.15   3603.0   300  4000  5 A NN L
H           N2O                     NO          NH                                   4.96e-07    -2.16  18700.0   300  4000  5 B NN M
H           NO2                     NO          OH                                   1.40e-10     0.00    740.0    24   300  5 C NN M
H           NS                      HS          N                                    7.27e-11     0.50  15700.0   523 41000  5 C NN L
H           NS                      S           NH                                   7.27e-11     0.50  20735.0   691 41000  5 C NN L
H           SO                      S           OH                                   5.90e-10    -0.31  11100.0   370 41000  5 C NN L
H           SO                      HS          O                                    1.73e-11     0.50  19930.0   664 41000  5 C NN L
H           NCCN                    HCN         CN                                   1.48e-10     0.00   3588.0   300  2900  5 C NN M
H           OCS                     HS          CO                                   1.23e-11     0.00   1949.0   261   525  5 A NN M
H           S2                      HS          S                                    2.25e-10     0.50   8355.0   278   300  5 C NN L
H2          C                       CH          H                                    6.64e-10     0.00  11700.0   300  2500  5 C NN M
H2          CH                      CH2         H                                    5.46e-10     0.00   1943.0   300  2500  5 A NN L
H2          N                       NH          H                                    1.69e-09     0.00  18095.0  1600  2850  5 A NN L
H2          CH2                     CH3         H                                    5.18e-11     0.17   6400.0   300  2500  5 C NN M
H2          NH                      NH2         H                                    5.96e-11     0.00   7782.0  2601  2788  5 A NN M
H2          CH3                     CH4         H                                    6.86e-14     2.74   4740.0   300  2500  5 A NN L
H2          O                       OH          H                                    3.14e-13     2.70   3150.0   297  3532  5 A NN M
H2          NH2                     NH3         H                                    2.05e-15     3.89   1400.0   200  2500  5 B NN C
H2          OH                      H2O         H                                    2.05e-12     1.52   1736.0   250  2581  5 A NN M
H2          F                       HF          H                                    1.00e-10     0.00    400.0   160   765  5 A NN M
H2          CN                      HCN         H                                    4.04e-13     2.87    820.0   200  3500  5 A NN L
H2          O2                      OH          OH                                   3.16e-10     0.00  21890.0   300  2500  5 C NN M
H2          O2                      O2H         H                                    2.40e-10     0.00  28500.0   300  2500  5 A NN L
H2          S                       HS          H                                    1.76e-13     2.88   6126.0   910  3137  5 A NN M
H2          O2H                     H2O2        H                                    4.38e-12     0.00  10751.0   300  2500  5 A NN L
H2          HS                      H2S         H                                    6.52e-12     0.09   8050.0   268   300  5 C NN L
C           CH                      C2          H                                    6.59e-11     0.00      0.0    10   300  5 C NN L
C           CH2                     CH          CH                                   2.69e-12     0.00  23550.0  1000  4000  5 B NN C
C           CH2                     C2H         H                                    1.00e-10     0.00      0.0    10   300  5 C NN L
C           NH                      N           CH                                   1.73e-11     0.50   4000.0   133   300  5 C NN L
C           NH                      CN          H                                    1.20e-10     0.00      0.0    10   300  5 C NN L
C           CH3                     C2H2        H                                    1.00e-10     0.00      0.0    10   300  5 C NN L
C           NH2                     HCN         H                                    3.26e-11    -0.10     -9.0    10   300  5 B NN C
C           NH2                     HNC         H                                    3.26e-11    -0.10     -9.0    10   300  5 B NN C
C           NH2                     NH          CH                                   9.62e-13     0.00  10517.0  1000  4000  5 B NN C
C           OH                      O           CH                                   2.25e-11     0.50  14800.0   493 41000  5 C NN L
C           OH                      CO          H                                    1.00e-10     0.00      0.0    10   300  5 C NN L
C           C2H                     C3          H                                    1.00e-10     0.00      0.0    10   300  5 C NN L
C           CN                      C2          N                                    4.98e-10     0.00  18116.0   603 41000  5 A NN L
C           C2H2                    C3          H2                                   1.45e-10    -0.12      0.0    10   300  5 C NN L
C           C2H2                    C3H         H                                    1.45e-10    -0.12      0.0    15   300  5 A NN M
C           C2H3                    C3H2        H                                    1.00e-10     0.00      0.0    10   300  5 C NN L
C           CO                      C2          O                                    2.94e-11     0.50  58025.0  1934 41000  5 C NN L
C           N2                      CN          N                                    8.69e-11     0.00  22600.0  2000  5000  5 A NN L
C           H2CN                    C2N         H2                                   2.00e-10     0.00      0.0    10   300  5 C NN L
C           C2H4                    C3H3        H                                    3.00e-10    -0.11      0.0    15   300  5 A NN M
C           HCO                     CO          CH                                   1.00e-10     0.00      0.0    10   300  5 C NN L
C           HCO                     C2O         H                                    1.00e-10     0.00      0.0    10   300  5 C NN L
C           SiH                     SiC         H                                    6.59e-11     0.00      0.0    10   300  5 C NN L
C           C2H5                    CH3CCH      H                                    2.00e-10     0.00      0.0    10   300  5 C NN L
C           NO                      CN          O                                    6.00e-11    -0.16      0.0    10 41000  5 A NN M
C           NO                      CO          N                                    9.00e-11     0.00      0.0   300 41000  5 A NN L
C           SiH2                    HCSi        H                                    1.00e-10     0.00      0.0    10   300  5 C NN L
C           SiH3                    SiCH2       H                                    1.00e-10     0.00      0.0    10   300  5 C NN L
C           PH                      CP          H                                    7.50e-11     0.00      0.0    10   300  5 C NN L
C           O2                      CO          O                                    4.70e-11    -0.34      0.0    10   300  5 A NN M
C           O2                      CO          O                                    2.48e-12     1.54   -613.0   295  8000  5 A NN L
C           HS                      S           CH                                   1.20e-11     0.58   5880.0   196   300  5 C NN L
C           HS                      CS          H                                    1.00e-10     0.00      0.0    10   300  5 C NN L
C           C3H                     C4          H                                    1.00e-10     0.00      0.0    10   300  5 C NN L
C           C3H2                    C4H         H                                    1.00e-10     0.00      0.0    10   300  5 C NN L
C           H2CCC                   C4H         H                                    1.00e-10     0.00      0.0    10   300  5 C NN L
C           C2N                     C2          CN                                   1.00e-10     0.00      0.0    10   300  5 C NN L
C           C3H3                    H2CCCC      H                                    1.00e-10     0.00      0.0    10   300  5 C NN L
C           C2O                     C2          CO                                   2.00e-10     0.00      0.0    10   300  5 C NN L
C           CH2CN                   HC3N        H                                    1.00e-10     0.00      0.0    10   300  5 C NN L
C           CH3CCH                  C4H3        H                                    2.70e-10    -0.11      0.0    10   300  5 C NN L
C           OCN                     CO          CN                                   1.00e-10     0.00      0.0    10   300  5 C NN L
C           CS                      S           C2                                   1.44e-11     0.50  20435.0   681 41000  5 C NN L
C           NS                      S           CN                                   1.50e-10    -0.16      0.0    10   300  5 C NN L
C           NS                      CS          N                                    1.73e-11     0.50   4000.0   133   300  5 C NN L
C           HPO                     PH          CO                                   4.00e-11     0.00      0.0    10   300  5 C NN L
C           SO                      S           CO                                   3.50e-11     0.00      0.0    10   300  5 C NN L
C           SO                      CS          O                                    3.50e-11     0.00      0.0    10   300  5 C NN L
C           C4                      C2          C3                                   1.00e-13     0.00      0.0    10   300  5 C NN L
C           C4H                     C5          H                                    1.00e-10     0.00      0.0    10   300  5 C NN L
C           C3N                     C3          CN                                   1.00e-13     0.00      0.0    10   300  5 C NN L
C           H2CCCC                  C5H         H                                    6.50e-10     0.00      0.0    10   300  5 A NN M
C           C3O                     C3          CO                                   1.00e-10     0.00      0.0    10   300  5 C NN L
C           C4H3                    C5H2        H                                    3.00e-10     0.00      0.0    10   300  5 C NN L
C           NCCN                    CN          C2N                                  3.00e-11     0.00      0.0   300   300  5 C NN M
C           C5H                     C6          H                                    1.00e-10     0.00      0.0    10   300  5 C NN L
C           C5H2                    C6H         H                                    5.30e-10     0.00      0.0    10   300  5 A NN M
C           CH3C4H                  C6H2        H2                                   6.50e-10     0.00      0.0    10   300  5 A NN M
C           SO2                     CO          SO                                   7.00e-11     0.00      0.0    10   300  5 C NN L
C           S2                      CS          S                                    7.00e-11     0.00      0.0    10   300  5 C NN L
C           C6                      C2          C5                                   1.00e-13     0.00      0.0    10   300  5 C NN L
C           C6H                     C7          H                                    2.00e-10     0.00      0.0    10   300  5 C NN L
C           C5N                     C5          CN                                   1.00e-13     0.00      0.0    10   300  5 C NN L
C           C6H2                    C7H         H                                    7.40e-10     0.00      0.0    10   300  5 A NN M
C           C7H                     C8          H                                    2.00e-10     0.00      0.0    10   300  5 C NN L
C           C7H2                    C8H         H                                    8.40e-10     0.00      0.0    10   300  5 A NN M
C           CH3C6H                  C8H2        H2                                   8.00e-10     0.17      0.0    10   300  5 A NN M
C           C8                      C2          C7                                   1.00e-13     0.00      0.0    10   300  5 C NN L
C           C8H                     C9          H                                    2.00e-10     0.00      0.0    10   300  5 C NN L
C           C7N                     C7          CN                                   1.00e-13     0.00      0.0    10   300  5 C NN L
C           C8H2                    C9H         H                                    9.00e-10     0.00      0.0    10   300  5 A NN M
C           C9H                     C10         H                                    2.00e-10     0.00      0.0    10   300  5 C NN L
C           C9N                     C9          CN                                   1.00e-13     0.00      0.0    10   300  5 C NN L
CH          N                       NH          C                                    3.03e-11     0.65   1207.0   990  1100  5 B NN C
CH          N                       CN          H                                    1.66e-10    -0.09      0.0   222   584  5 A NN M
CH          O                       OH          C                                    2.52e-11     0.00   2381.0    10  6000  5 B NN C
CH          O                       CO          H                                    6.60e-11     0.00      0.0    10  2000  5 A NN L
CH          O                       CO          H                                    1.02e-10     0.00    914.0  2000  6000  5 A NN C
CH          CH4                     CH3         CH2                                  2.28e-11     0.70   3000.0   100   300  5 C NN L
CH          CH4                     C2H4        H                                    1.05e-10    -1.04     36.0    23   300  5 A NN M
CH          OH                      HCO         H                                    1.44e-11     0.50   5000.0   166   300  5 C NN L
CH          NH3                     CH2NH       H                                    1.69e-10    -0.41     19.0    23  1300  5 B NN L
CH          C2H2                    C3H2        H                                    3.39e-10     0.00      0.0    23   710  5 B NN L
CH          N2                      HCN         N                                    5.60e-13     0.88  10128.0  1000  4000  5 B NN C
CH          HCO                     CO          CH2                                  2.87e-12     0.70    500.0    16   300  5 C NN L
CH          NO                      HCN         O                                    1.20e-10    -0.13      0.0    13  3790  5 A NN L
CH          NO                      CN          OH                                   1.40e-10     0.00      0.0   298   298  5 A NN C
CH          NO                      HCO         N                                    1.16e-11    -0.13      0.0    13   708  5 C NN L
CH          NO                      OCN         H                                    4.10e-11     0.00      0.0   298   298  5 A NN L
CH          H2CO                    HCO         CH2                                  9.21e-12     0.70   2000.0    66   300  5 C NN L
CH          HNO                     NO          CH2                                  1.73e-11     0.00      0.0    10   300  5 C NN L
CH          O2                      CO          OH                                   2.60e-11     0.00      0.0   298   298  5 A NN L
CH          O2                      HCO         O                                    1.44e-11     0.70   3000.0   100  2365  5 A NN L
CH          S                       HS          C                                    1.73e-11     0.50   4000.0   133   300  5 C NN L
CH          S                       CS          H                                    5.00e-11     0.00      0.0    10   300  5 C NN L
CH          CH3OH                   CH3         H2CO                                 2.49e-10    -1.93      0.0   298   753  5 A NN M
CH          O2H                     O2          CH2                                  2.94e-13     0.50   7550.0   251   300  5 C NN L
CH          O2H                     HCO         OH                                   1.44e-11     0.50   3000.0   100   300  5 C NN L
CH          CO2                     HCO         CO                                   2.94e-13     0.50   3000.0   100   300  5 C NN L
N           CH2                     HCN         H                                    3.95e-11     0.17      0.0    10   300  5 B NN C
N           CH2                     HNC         H                                    3.95e-11     0.17      0.0    10   300  5 B NN C
N           CH2                     NH          CH                                   9.96e-13     0.00  20380.0  1000  4000  5 B NN C
N           NH                      N2          H                                    4.98e-11     0.00      0.0    10  1400  5 A NN M
N           CH3                     HCN         H           H                        3.32e-13     0.00      0.0   253   352  5 A NN M
N           CH3                     HCN         H2                                   1.30e-11     0.50      0.0    10   300  5 B NN M
N           CH3                     H2CN        H                                    7.40e-11     0.26      8.4    10  2000  5 A NN M
N           OH                      O           NH                                   1.88e-11     0.10  10700.0   300  2500  5 C NN M
N           OH                      NO          H                                    7.50e-11    -0.18      0.0    10   100  5 A NN L
N           OH                      NO          H                                    4.06e-11     0.05    -78.0   103  2500  5 A NN L
N           C2                      CN          C                                    5.00e-11     0.00      0.0    10   300  5 C NN L
N           C2H                     C2N         H                                    1.70e-11     0.00      0.0    10   300  5 C NN L
N           CN                      N2          C                                    3.00e-10     0.00      0.0   298  2500  5 C NN L
N           C2H3                    CH2CN       H                                    6.20e-11     0.00      0.0    10   300  5 C NN L
N           C2H3                    C2H2        NH                                   1.20e-11     0.00      0.0    10   300  5 C NN L
N           H2CN                    HCN         NH                                   1.00e-10     0.00    200.0   200  2500  5 C NN M
N           HCO                     HCN         O                                    1.70e-10     0.00      0.0    10   300  5 C NN L
N           HCO                     CO          NH                                   5.71e-12     0.50   1000.0    33   300  5 C NN L
N           HCO                     OCN         H                                    1.00e-10     0.00      0.0    10   300  5 C NN L
N           C2H5                    H2CN        CH3                                  3.85e-11     0.00      0.0    10   300  5 C NN L
N           C2H5                    C2H4        NH                                   7.15e-11     0.00      0.0    10   300  5 C NN L
N           SiH                     SiN         H                                    1.66e-10    -0.09      0.0    10   300  5 C NN L
N           NO                      N2          O                                    3.75e-11     0.00     26.0   100  4000  5 A NN L
N           SiH2                    HNSi        H                                    8.00e-11     0.17      0.0    10   300  5 C NN L
N           HNO                     NO          NH                                   2.94e-12     0.50   1000.0    33   300  5 C NN L
N           HNO                     N2O         H                                    1.43e-12     0.50   1500.0    50   300  5 C NN L
N           SiH3                    HNSi        H2                                   1.00e-10     0.00      0.0    10   300  5 C NN L
N           PH                      PN          H                                    5.00e-11     0.00      0.0    10   300  5 C NN L
N           O2                      NO          O                                    2.26e-12     0.86   3134.0   200 14000  5 A NN L
N           O2H                     O2          NH                                   1.70e-13     0.00      0.0    10   300  5 C NN L
N           HS                      NS          H                                    1.00e-10     0.00      0.0    10   300  5 C NN L
N           HS                      S           NH                                   1.73e-11     0.50   9060.0   302 41000  5 C NN L
N           C3                      CN          C2                                   1.00e-13     0.00      0.0    10   300  5 C NN L
N           C3H                     C3N         H                                    1.70e-11     0.00      0.0    10   300  5 C NN L
N           C2N                     CN          CN                                   1.00e-10     0.00      0.0    10   300  5 C NN L
N           C3H2                    HC3N        H                                    1.00e-13     0.00      0.0    10   300  5 C NN L
N           C3H3                    HC3N        H2                                   8.00e-11     0.00      0.0    10   300  5 C NN L
N           SiC                     Si          CN                                   5.00e-11     0.00      0.0    10   300  5 C NN L
N           SiC                     SiN         C                                    5.00e-11     0.00      0.0    10   300  5 C NN L
N           C2O                     CN          CO                                   5.50e-10     0.00      0.0    10   300  5 C NN L
N           CO2                     NO          CO                                   3.20e-13     0.00   1710.0   291   523  5 A NN M
N           CS                      S           CN                                   3.80e-11     0.50   1160.0    38   300  5 C NN L
N           PN                      P           N2                                   1.00e-18     0.00      0.0    10   300  5 C NN L
N           HCS                     S           HCN                                  1.00e-10     0.00      0.0    10   300  5 C NN L
N           NO2                     N2          O           O                        2.41e-12     0.00      0.0   300   300  5 A NN M
N           NO2                     NO          NO                                   1.00e-12     0.00      0.0    10   300  5 C NN L
N           NO2                     O2          N2                                   1.00e-12     0.00      0.0    10   300  5 C NN L
N           NO2                     N2O         O                                    3.00e-12     0.00      0.0   200  2500  5 C NN M
N           NS                      S           N2                                   3.00e-11    -0.60      0.0    10   300  5 C NN L
N           PO                      P           NO                                   2.55e-12     0.00      0.0    10   300  5 C NN L
N           PO                      PN          O                                    3.00e-11    -0.60      0.0    10   300  5 C NN L
N           C4                      C3          CN                                   1.00e-10     0.00      0.0    10   300  5 C NN L
N           SO                      NS          O                                    4.68e-11     0.50   8254.0   275   300  5 C NN L
N           SO                      S           NO                                   1.73e-11     0.50    750.0    25   300  5 C NN L
N           C4H                     C4N         H                                    1.70e-11     0.00      0.0    10   300  5 C NN L
N           C3N                     CN          C2N                                  1.00e-10     0.00      0.0    10   300  5 C NN L
N           NCCN                    N2          C2N                                  1.00e-11     0.00      0.0   300   300  5 C NN M
N           C5                      CN          C4                                   1.00e-13     0.00      0.0    10   300  5 C NN L
N           C5H                     C5N         H                                    1.70e-11     0.00      0.0    10   300  5 C NN L
N           C4N                     CN          C3N                                  1.00e-10     0.00      0.0    10   300  5 C NN L
N           C5H2                    HC5N        H                                    1.00e-13     0.00      0.0    10   300  5 C NN L
N           S2                      NS          S                                    1.73e-11     0.50   4000.0   133   300  5 C NN L
N           C6                      CN          C5                                   1.00e-10     0.00      0.0    10   300  5 C NN L
N           C6H                     CN          C5H                                  1.00e-13     0.00      0.0    10   300  5 C NN L
N           C5N                     CN          C4N                                  1.00e-10     0.00      0.0    10   300  5 C NN L
N           C7                      CN          C6                                   1.00e-13     0.00      0.0    10   300  5 C NN L
N           C7H                     C7N         H                                    1.70e-11     0.00      0.0    10   300  5 C NN L
N           C7H2                    HC7N        H                                    1.00e-13     0.00      0.0    10   300  5 C NN L
N           C8                      CN          C7                                   1.00e-10     0.00      0.0    10   300  5 C NN L
N           C8H                     CN          C7H                                  1.00e-10     0.00      0.0    10   300  5 C NN L
N           C7N                     C2N         C5N                                  1.00e-10     0.00      0.0    10   300  5 C NN L
N           C9                      CN          C8                                   1.00e-13     0.00      0.0    10   300  5 C NN L
N           C9H                     C9N         H                                    1.70e-11     0.00      0.0    10   300  5 C NN L
N           C9N                     C2N         C7N                                  1.00e-10     0.00      0.0    10   300  5 C NN L
CH2         CH2                     CH3         CH                                   4.00e-10     0.00   5000.0   300  2500  5 C NN M
CH2         CH2                     C2H2        H           H                        1.80e-10     0.00    400.0   300  3000  5 A NN L
CH2         CH2                     C2H2        H2                                   2.63e-09     0.00   6013.0  1100  2720  5 A NN M
CH2         CH2                     C2H3        H                                    3.32e-11     0.00      0.0  1600  2300  5 A NN M
CH2         O                       OH          CH                                   4.98e-10     0.00   6000.0  1900  2300  5 A NN M
CH2         O                       CO          H           H                        1.33e-10     0.00      0.0    10  2500  5 A NN L
CH2         O                       CO          H2                                   8.00e-11     0.00      0.0  1900  2600  5 A NN L
CH2         O                       HCO         H                                    5.01e-11     0.00      0.0  1200  1812  5 A NN M
CH2         CH4                     CH3         CH3                                  7.13e-12     0.00   5050.0   296  2500  5 C NN M
CH2         OH                      O           CH3                                  1.44e-11     0.50   3000.0   100   300  5 C NN L
CH2         OH                      H2O         CH                                   1.44e-11     0.50   3000.0   100   300  5 C NN L
CH2         OH                      H2CO        H                                    3.00e-11     0.00      0.0    10  2500  5 A NN L
CH2         CN                      HCN         CH                                   5.30e-12     0.00   2500.0    83   300  5 C NN L
CH2         Si                      HCSi        H                                    1.00e-10     0.00      0.0    10   300  5 C NN L
CH2         N2                      HCN         NH                                   8.00e-12     0.00  18000.0  1500  2000  5 A NN M
CH2         HCO                     CO          CH3                                  3.00e-11     0.00      0.0    10  2500  5 A NN L
CH2         NO                      HCN         OH                                   3.65e-12     0.00      0.0   300  2000  5 A NN M
CH2         NO                      H2CO        N                                    2.70e-12     0.00   3500.0   116   300  5 C NN L
CH2         H2CO                    HCO         CH3                                  3.30e-13     0.00   3270.0   109   300  5 C NN L
CH2         HNO                     NO          CH3                                  1.70e-11     0.00      0.0    10   300  5 C NN L
CH2         O2                      CO2         H           H                        3.65e-11    -3.30   1443.0  1000  1828  5 B NN C
CH2         O2                      CO2         H2                                   2.92e-11    -3.30   1443.0  1000  1828  5 B NN C
CH2         O2                      HCO         OH                                   4.10e-11     0.00    750.0   300  2500  5 C NN M
CH2         O2                      H2CO        O                                    3.65e-11    -3.30   1443.0  1000  1828  5 B NN C
CH2         O2                      CO          H2O                                  2.48e-10    -3.30   1443.0  1000  1828  5 B NN C
CH2         S                       HCS         H                                    1.00e-10     0.00      0.0    10   300  5 C NN L
CH2         S                       CS          H2                                   1.00e-10     0.00      0.0    10   300  5 C NN L
CH2         NO2                     H2CO        NO                                   6.91e-11     0.00      0.0   295   295  5 A NN M
NH          NH                      N2          H           H                        1.16e-09     0.00      0.0   298   298  5 A NN M
NH          NH                      N2          H2                                   1.70e-11     0.00      0.0    10   300  5 C NN L
NH          NH                      NH2         N                                    1.03e-14     3.07  -1123.0   300  3000  5 A NN L
NH          O                       OH          N                                    1.16e-11     0.00      0.0   250  3000  5 A NN L
NH          O                       NO          H                                    1.16e-10     0.00      0.0   250  3000  5 A NN L
NH          CH4                     CH3         NH2                                  6.63e-16     6.13   5895.0   300  2000  5 A NN L
NH          OH                      HNO         H                                    3.32e-11     0.00      0.0   298  3000  5 A NN L
NH          OH                      NH2         O                                    2.93e-12     0.10   5800.0   298  3000  5 A NN L
NH          OH                      H2O         N                                    3.11e-12     1.20      0.0   298  3000  5 A NN L
NH          NH3                     NH2         NH2                                  5.25e-10     0.00  13470.0  1300  1700  5 A NN M
NH          H2O                     OH          NH2                                  1.83e-12     1.60  14090.0   600  3000  5 A NN L
NH          CN                      HCN         N                                    2.94e-12     0.50   1000.0    33   300  5 C NN L
NH          NO                      N2O         H                                    1.16e-10    -1.03    420.0   295  4000  5 B NN C
NH          NO                      N2          O           H                        5.00e-11     0.00      0.0   300  2500  5 C NN M
NH          NO                      N2          OH                                   1.46e-11    -0.58     37.0   295  4000  5 A NN L
NH          S                       HS          N                                    1.73e-11     0.50   4000.0   133   300  5 C NN L
NH          S                       NS          H                                    1.00e-10     0.00      0.0    10   300  5 C NN L
NH          NO2                     HNO         NO                                   5.72e-12     0.50   2500.0    83   300  5 C NN L
NH          NO2                     N2O         OH                                   1.44e-13     0.00  -1140.0   200   300  5 A NN L
CH3         CH3                     CH4         CH2                                  7.13e-12     0.00   5052.0  1950  2300  5 A NN M
CH3         CH3                     C2H4        H2                                   1.66e-08     0.00  16556.0   300  2651  5 C NN M
CH3         CH3                     C2H5        H                                    1.46e-11     0.10   5335.0   200  3000  5 A NN L
CH3         O                       H2CO        H                                    1.30e-10     0.00      0.0    10  2500  5 A NN L
CH3         O                       CO          H2          H                        3.60e-11     0.00    202.0   354   925  5 A NN L
CH3         NH2                     CH2         NH3                                  4.76e-17     5.77   -151.0   300  2000  5 B NN L
CH3         OH                      CH4         O                                    3.27e-14     2.20   2240.0   298  2500  5 A NN L
CH3         OH                      H2O         CH2                                  1.20e-10     0.00   1400.0   300  1000  5 A NN L
CH3         OH                      H2CO        H2                                   1.70e-12     0.00      0.0   700   700  5 A NN M
CH3         OH                      HOCH        H2                                   9.10e-11     0.00   1500.0   300   700  5 A NN M
CH3         NH3                     CH4         NH2                                  9.55e-14     0.00   4890.0   300  2500  5 C NN M
CH3         H2O                     OH          CH4                                  2.30e-15     3.47   6681.0   300  3000  5 A NN L
CH3         CN                      HCN         CH2                                  9.21e-12     0.70   1500.0    50   300  5 C NN L
CH3         Si                      SiCH2       H                                    1.00e-10     0.00      0.0    10   300  5 C NN L
CH3         HCO                     CO          CH4                                  2.00e-10     0.00      0.0   300  2500  5 A NN L
CH3         NO                      HCN         H2O                                  4.00e-12     0.00   7900.0  1100  2080  5 A NN M
CH3         H2CO                    HCO         CH4                                  1.34e-15     5.05   1636.0   300  2500  5 A NN L
CH3         HNO                     NO          CH4                                  3.32e-12     0.00      0.0    10   913  5 C NN L
CH3         O2                      HCO         H2O                                  1.66e-12     0.00      0.0  1700  2000  5 A NN M
CH3         O2                      H2CO        OH                                   5.64e-13     0.00   4500.0   298  3000  5 B NN C
CH3         O2                      O2H         CH2                                  5.30e-12     0.00  34975.0  1165 41000  5 C NN L
CH3         S                       H2CS        H                                    1.40e-10     0.00      0.0    10   300  5 C NN L
CH3         NO2                     H2CO        HNO                                  5.41e-12     0.00      0.0   298   298  5 A NN M
CH3         O2H                     O2          CH4                                  6.00e-12     0.00      0.0    10  2500  5 A NN L
CH3         H2S                     HS          CH4                                  3.30e-13     0.00   1105.0   300  2500  5 C NN M
O           NH2                     OH          NH                                   1.39e-11     0.00     40.0   200  3000  5 A NN L
O           NH2                     NO          H2                                   8.30e-12     0.00      0.0   298  3000  5 A NN L
O           NH2                     HNO         H                                    4.56e-11     0.00    -10.0   200  3000  5 A NN L
O           CH4                     OH          CH3                                  2.29e-12     2.20   3820.0   298  2500  5 A NN L
O           OH                      O2          H                                    1.77e-11     0.00   -178.0   158  5000  5 A NN L
O           NH3                     OH          NH2                                  1.89e-11     0.00   4003.0   298  2500  5 A NN L
O           H2O                     OH          OH                                   1.85e-11     0.95   8571.0   300  2500  5 C NN M
O           C2                      CO          C                                    1.00e-10     0.00      0.0    10   300  5 C NN L
O           C2                      CO          C                                    6.00e-10     0.00      0.0  8000  8000  5 A NN M
O           C2H                     CO          CH                                   1.70e-11     0.00      0.0   290  2500  5 A NN L
O           CN                      NO          C                                    3.81e-11     0.50  14545.0   484 41000  5 C NN L
O           CN                      CO          N                                    4.36e-11     0.46    364.0   300  5000  5 B NN C
O           C2H2                    C2H         OH                                   5.30e-09     0.00   8520.0   284   300  5 C NN L
O           C2H2                    CO          CH2                                  8.39e-12     1.03   1197.0   230  2570  5 A NN L
O           HCN                     CN          OH                                   6.21e-10     0.00  12439.0   300  4000  5 A NN L
O           HCN                     CO          NH                                   7.30e-13     1.14   3742.0   300  2600  5 A NN L
O           HCN                     OCN         H                                    1.36e-12     1.38   3693.0   300  2600  5 A NN L
O           C2H3                    CH2CO       H                                    1.60e-10     0.00      0.0    10  2500  5 A NN L
O           H2CN                    OCN         H2                                   1.00e-10     0.00      0.0    10   300  5 C NN L
O           N2                      NO          N                                    2.51e-10     0.00  38602.0  1400  4700  5 A NN L
O           C2H4                    H2CO        CH2                                  4.20e-11     0.00   2520.0   226  2500  5 C NN M
O           C2H4                    C2H3        OH                                   2.42e-13     2.13   1338.0   290  2300  5 A NN L
